type	location	rank	damage	position	fatal	stunned	amputated	crippled	sleeping	dazed	limb_favored	roundtime	silenced	slowed	wound_rank	secondary_location	secondary_wound_rank	pattern
crush	chest	1	5		0	0	0	0	0	0	0	0	0	0	1			^Blow leaves an imprint on .*? chest.
crush	chest	2	10		0	0	0	0	0	0	0	0	0	0	1			^Mighty blow cracks several ribs.
crush	chest	3	15		0	1	0	0	0	0	0	0	0	0	1			^Blow to chest causes .*? heart to skip a beat.
crush	chest	5	25		0	5	0	0	0	0	0	0	0	0	2			^Whoosh.  Several ribs driven into lungs.
crush	chest	6	45		0	6	0	0	0	0	0	0	0	0	3			^Awesome shot collapses a lung.
crush	chest	7	60		0	8	0	0	0	0	0	0	0	0	3			^Blow cracks a rib and punctures a lung.
crush	chest	8	65		0	10	0	0	0	0	0	0	0	0	3			^Massive blow punches a hole through .*? chest.
crush	chest	9	70		1	0	0	0	0	0	0	0	0	0	3			^Massive blow smashes through ribs and drives .*? heart out the back.
crush	abdomen	0	0		0	0	0	0	0	0	0	0	0	0	0			^Hit glances off .*? hip.
crush	abdomen	1	5		0	0	0	0	0	0	0	0	0	0	1			^Stomach shot lands with a hollow \*thump\*.
crush	abdomen	2	10		0	0	0	0	0	0	0	0	0	0	1			^Grazing blow to the stomach.
crush	abdomen	3	15		0	1	0	0	0	0	0	0	0	0	2			^Internal organs bruised.
crush	abdomen	4	20		0	3	0	0	0	0	0	0	0	0	2			^Stomach ripped open by mighty blow.
crush	abdomen	5	25		0	5	0	0	0	0	0	0	0	0	2			^Knocked back several feet by blow to abdomen.
crush	abdomen	6	30		0	6	0	0	0	0	0	0	0	0	3			^Blow ruptures the stomach.
crush	abdomen	7	50		0	8	0	0	0	0	0	0	0	0	3			^Blow to stomach rearranges some organs.
crush	abdomen	8	60		1	0	0	0	0	0	0	0	0	0	3			^Incredible smash to what used to be a stomach.
crush	abdomen	9	75		1	0	0	0	0	0	0	0	0	0	3			^A mighty hit turns .*? insides to outsides.
crush	back	0	0		0	0	0	0	0	0	0	0	0	0	0			^Blow glances off .*? shoulder.
crush	back	1	3		0	0	0	0	0	0	0	0	0	0	1			^Jarring blow to .*? back.
crush	back	2	10		0	0	0	0	0	0	0	0	0	0	1			^Blow to back cracks several vertebrae.
crush	back	3	15		0	1	0	0	0	0	0	0	0	0	1			^Respectable shot to the back.
crush	back	4	20		0	2	0	0	0	0	0	0	0	0	2			^Flesh ripped from back, muscles exposed.
crush	back	5	25		0	3	0	0	0	0	0	0	0	0	2			^Knocked sideways several feet by blow to back.
crush	back	6	30		0	5	0	0	0	0	0	0	0	0	3			^Spinal cord damaged by smash to the back.
crush	back	7	50	prone	0	6	0	0	0	0	0	0	0	0	3			^Crushing blow to the spine.
crush	back	8	60		1	0	0	0	0	0	0	0	0	0	3	nerves	3	^Body pulped to a gooey mass.
crush	back	9	75		1	0	0	0	0	0	0	0	0	0	3	nerves	3	^A mighty blow cleaves a swath through .*? back, taking the spine with it.
crush	left_arm	0	0		0	0	0	0	0	0	0	0	0	0	0			^A feeble blow to .*? left arm.
crush	left_arm	1	3		0	0	0	0	0	0	0	0	0	0	1			^Blow raises a welt on .*? left arm.
crush	left_arm	2	7		0	0	0	0	0	0	0	0	0	0	1			^Bones in left arm crack.
crush	left_arm	3	8		0	1	0	0	0	0	0	0	0	0	2			^Large gash to the left arm, several muscles torn.
crush	left_arm	4	10		0	2	0	0	0	0	0	0	0	0	2			^Left elbow smashed into a thousand pieces.
crush	left_arm	5	15		0	3	0	0	0	0	0	0	0	0	2			^Shield arm mangled horribly.
crush	left_arm	6	20		0	5	0	0	0	0	0	0	0	0	2			^Hard hit shatters shield arm.
crush	left_arm	7	25		0	6	1	0	0	0	0	0	0	0	3			^Left arm ripped from socket at the elbow.
crush	left_arm	8	35		0	8	1	0	0	0	0	0	0	0	3			^Lucky shot rips through bone and muscle sending shield arm flying.
crush	left_arm	9	40		0	10	1	0	0	0	0	0	0	0	3			^Shield arm removed at the shoulder.
crush	right_arm	0	0		0	0	0	0	0	0	0	0	0	0	0			^A feeble blow to .*? right arm.
crush	right_arm	1	3		0	0	0	0	0	0	0	0	0	0	1			^Blow raises a welt on .*? right arm.
crush	right_arm	2	7		0	0	0	0	0	0	0	0	0	0	1			^Bones in right arm crack.
crush	right_arm	3	8		0	1	0	0	0	0	0	0	0	0	2			^Large gash to the right arm, several muscles torn.
crush	right_arm	4	10		0	2	0	0	0	0	0	0	0	0	2			^Right elbow smashed into a thousand pieces.
crush	right_arm	5	15		0	3	0	0	0	0	0	0	0	0	2			^Weapon arm mangled horribly.
crush	right_arm	6	20		0	5	0	0	0	0	0	0	0	0	2			^Hard hit shatters weapon arm.
crush	right_arm	7	25	prone	0	6	1	0	0	0	0	0	0	0	3			^Right arm ripped from socket at the elbow.
crush	right_arm	8	35		0	8	1	0	0	0	0	0	0	0	3			^Lucky shot rips through bone and muscle sending weapon arm flying.
crush	right_arm	9	40		0	10	1	0	0	0	0	0	0	0	3			^Weapon arm removed at the shoulder.
crush	left_hand	0	0		0	0	0	0	0	0	0	0	0	0	0			^Blow nicks .*? left hand.
crush	left_hand	1	1		0	0	0	0	0	0	0	0	0	0	1			^Broken finger on .*? left hand.
crush	left_hand	2	3		0	0	0	0	0	0	0	0	0	0	1			^Flattened .*? left hand.
crush	left_hand	3	5		0	0	0	0	0	0	0	0	0	0	1			^Finger ripped away from left hand.
crush	left_hand	4	7		0	1	0	0	0	0	0	0	0	0	2			^Left hand smashed into a pulpy mass.
crush	left_hand	5	8		0	2	0	0	0	0	0	0	0	0	2			^Left hand mangled horribly.
crush	left_hand	6	10		0	3	0	0	0	0	0	0	0	0	2			^Blast to hand reduces it to pulp.
crush	left_hand	7	15		0	4	1	0	0	0	0	0	0	0	3			^Blast to hand sends fingers flying in several different directions.
crush	left_hand	8	25		0	5	1	0	0	0	0	0	0	0	3			^Lucky shot severs left hand and sends it flying.
crush	left_hand	9	30		0	7	1	0	0	0	0	0	0	0	3			^Left hand severed at the wrist.
crush	right_hand	0	0		0	0	0	0	0	0	0	0	0	0	0			^Blow nicks .*? right hand.
crush	right_hand	1	1		0	0	0	0	0	0	0	0	0	0	1			^Broken finger on .*? right hand.
crush	right_hand	2	3		0	0	0	0	0	0	0	0	0	0	1			^Flattened .*? right hand.
crush	right_hand	3	5		0	0	0	0	0	0	0	0	0	0	1			^Finger ripped away from right hand.
crush	right_hand	4	7		0	1	0	0	0	0	0	0	0	0	2			^Right hand smashed into a pulpy mass.
crush	right_hand	5	8		0	2	0	0	0	0	0	0	0	0	2			^Right hand mangled horribly.
crush	right_hand	8	25		0	5	1	0	0	0	0	0	0	0	3			^Lucky shot severs right hand and sends it flying.
crush	right_hand	9	30		0	7	1	0	0	0	0	0	0	0	3			^Right hand severed at the wrist.
crush	left_leg	0	0		0	0	0	0	0	0	0	0	0	0	0			^Glancing blow to .*? left leg.
crush	left_leg	1	7		0	0	0	0	0	0	0	0	0	0	1			^Torn muscle in .*? left leg.
crush	left_leg	2	10		0	0	0	0	0	0	0	0	0	0	1			^Smash to the kneecap.
crush	left_leg	3	15		0	1	0	0	0	0	0	0	0	0	2			^You ripped a chunk out of .*? left leg with that one.
crush	left_leg	4	17	prone	0	3	0	0	0	0	0	0	0	0	2			^Left kneecap smashed into pulp.
crush	left_leg	5	20	prone	0	5	0	0	0	0	0	0	0	0	2			^Left leg mangled horribly.
crush	left_leg	6	25	prone	0	6	0	0	0	0	0	0	0	0	2			^Hard blow breaks the femur.
crush	left_leg	7	30	prone	0	8	1	0	0	0	0	0	0	0	3			^Left leg ripped from socket at the knee.
crush	left_leg	8	40	prone	0	10	1	0	0	0	0	0	0	0	3			^Lucky shot rips through bone and muscle sending left leg flying.
crush	left_leg	9	45	prone	0	12	1	0	0	0	0	0	0	0	3			^Left hip pulped, severing the leg.
crush	right_leg	0	0		0	0	0	0	0	0	0	0	0	0	0			^Glancing blow to .*? right leg.
crush	right_leg	1	7		0	0	0	0	0	0	0	0	0	0	1			^Torn muscle in .*? right leg.
crush	right_leg	3	15		0	1	0	0	0	0	0	0	0	0	2			^You ripped a chunk out of .*? right leg with that one.
crush	right_leg	4	17	prone	0	3	0	0	0	0	0	0	0	0	2			^Right kneecap smashed into pulp.
crush	right_leg	5	20	prone	0	5	0	0	0	0	0	0	0	0	2			^Right leg mangled horribly.
crush	right_leg	7	30	prone	0	8	1	0	0	0	0	0	0	0	3			^Right leg ripped from socket at the knee.
crush	right_leg	8	40	prone	0	10	1	0	0	0	0	0	0	0	3			^Lucky shot rips through bone and muscle sending right leg flying.
crush	right_leg	9	45	prone	0	12	1	0	0	0	0	0	0	0	3			^Right hip pulped, severing the leg.
disintegrate	head	0	0		0	0	0	0	0	0	0	0	0	0	0			^Weak strike to head.
disintegrate	head	1	5		0	0	0	0	0	0	0	0	0	0	1			^Poor strike removes hair from head, but little else.
disintegrate	head	2	10		0	0	0	0	0	0	0	0	0	0	1			^Flesh stripped from both cheeks, leaving dimples.
disintegrate	head	3	15		0	4	0	0	0	0	0	0	0	0	2			^Hair and flesh stripped from side of head.
disintegrate	head	4	20		0	4	0	0	0	0	0	0	0	0	2			^Strike to head vaporizes ear.
disintegrate	head	5	25		0	8	0	0	0	0	0	0	0	0	3			^Strike to cheek manages to remove the majority of .*? jaw.
disintegrate	head	6	30		1	0	0	0	0	0	0	0	0	0	3			^Blast leaves bloody trench of bone and brains along side of skull.
disintegrate	head	7	35		1	0	0	0	0	0	0	0	0	0	3			^Front half of head devoured.
disintegrate	head	8	40		1	0	0	0	0	0	0	0	0	0	3			^Blast quickly engulfs entire head, leaving only a bleached skull behind.
disintegrate	head	9	45		1	0	0	0	0	0	0	0	0	0	3			^Entire head is vaporized in a flash.
disintegrate	neck	0	0		0	0	0	0	0	0	0	0	0	0	0			^Misaimed strike grazes neck.
disintegrate	neck	1	5		0	0	0	0	0	0	0	0	0	0	1			^A small, but painful slice of neck vanishes.
disintegrate	neck	2	10		0	1	0	0	0	0	0	0	0	0	1			^Chunks of muscle removed from neck.
disintegrate	neck	3	15		0	2	0	0	0	0	0	0	0	0	2			^Side of neck disintegrated, causing .*? head to tilt left.
disintegrate	neck	4	20		0	4	0	0	0	0	0	0	0	0	2	head	1	^Raking blast eliminates portions of neck and head.
disintegrate	neck	5	25		0	6	0	0	0	0	0	0	0	0	3			^Strike to neck strips away surface, exposing windpipe.
disintegrate	neck	6	30		1	0	0	0	0	0	0	0	0	0	3			^Throat disappears.
disintegrate	neck	7	35		1	0	0	0	0	0	0	0	0	0	3			^Neck melts away, leaving the head dangling from a bit of spinal column in a very undignified manner.
disintegrate	neck	8	40		1	0	0	0	0	0	0	0	0	0	3			^Neck cleanly eliminated, allowing head to drop until it rests on .*? shoulder blades.
disintegrate	neck	9	45		1	0	0	0	0	0	0	0	0	0	3	head	3	^Vicious attack begins at base of neck and moves upwards, leaving only a fine mist above .*? shoulders.
disintegrate	left_eye	0	0		0	0	0	0	0	0	0	0	0	0	0			^Small portions of left eyelid disappear.
disintegrate	left_eye	1	5		0	0	0	0	0	0	0	0	0	0	1			^Eyebrow and eyelashes of left eye melted off.
disintegrate	left_eye	2	10		0	0	0	0	0	0	0	0	0	0	1			^Left eyelid turns to dust, causing .*? to blink rapidly, or try to.
disintegrate	left_eye	3	15		0	2	0	0	0	0	0	0	0	0	2			^Portions of eye socket turned to fine powder.
disintegrate	left_eye	4	20		0	5	0	0	0	0	0	0	0	0	2			^Blast removes sections of eye socket.
disintegrate	left_eye	5	25		0	10	0	0	0	0	0	0	0	0	3			^Ocular fluid streaks .*? cheek as left eye is reduced to a red, hollow socket.
disintegrate	left_eye	6	30		1	0	0	0	0	0	0	0	0	0	3	head	3	^Frightful blast to the face strips flesh to the bone and removes left eye.
disintegrate	left_eye	7	35		1	0	0	0	0	0	0	0	0	0	3	head	3	^Blast disintegrates left eye and portions of the skull behind.
disintegrate	left_eye	8	40		1	0	0	0	0	0	0	0	0	0	3			^Precise shot vaporizes left eye and much of brain behind while leaving skull intact.
disintegrate	left_eye	9	50		1	0	0	0	0	0	0	0	0	0	3	head	3	^Left eye and most of skull removed.
disintegrate	right_eye	0	0		0	0	0	0	0	0	0	0	0	0	0			^Small portions of right eyelid disappear.
disintegrate	right_eye	1	5		0	0	0	0	0	0	0	0	0	0	1			^Eyebrow and eyelashes of right eye melted off.
disintegrate	right_eye	2	10		0	0	0	0	0	0	0	0	0	0	1			^Right eyelid turns to dust, causing .*? to blink rapidly, or try to.
disintegrate	right_eye	5	25		0	10	0	0	0	0	0	0	0	0	3			^Ocular fluid streaks .*? cheek as right eye is reduced to a red, hollow socket.
disintegrate	right_eye	6	30		1	0	0	0	0	0	0	0	0	0	3	head	3	^Frightful blast to the face strips flesh to the bone and removes right eye.
disintegrate	right_eye	7	35		1	0	0	0	0	0	0	0	0	0	3	head	3	^Blast disintegrates right eye and portions of the skull behind.
disintegrate	right_eye	8	40		1	0	0	0	0	0	0	0	0	0	3			^Precise shot vaporizes right eye and much of brain behind while leaving skull intact.
disintegrate	right_eye	9	50		1	0	0	0	0	0	0	0	0	0	3	head	3	^Right eye and most of skull removed.
disintegrate	chest	0	0		0	0	0	0	0	0	0	0	0	0	0			^Light chest strike.
disintegrate	chest	1	5		0	0	0	0	0	0	0	0	0	0	1			^Flesh painfully vaporized from side.
disintegrate	chest	2	10		0	0	0	0	0	0	0	0	0	0	1			^Wide segment of skin disappears from chest.
disintegrate	chest	3	15		0	1	0	0	0	0	0	0	0	0	1			^Groove etched into skin of chest and quickly fills with blood.
disintegrate	chest	4	30		0	3	0	0	0	0	0	0	0	0	2			^Long, wide strip eliminated from chest, giving blood a much\-needed vacation.
disintegrate	chest	5	35		0	5	0	0	0	0	0	0	0	0	2			^Deep, penetrating wound etched into chest, exposing ribs and lung tissue.
disintegrate	chest	6	40		0	8	0	0	0	0	0	0	0	0	3			^Deep hole created in chest, removing several useful arteries.
disintegrate	chest	7	50		0	10	0	0	0	0	0	0	0	0	3			^Shot blankets chest, leaving a brilliantly bleached but empty ribcage.
disintegrate	chest	8	60		1	0	0	0	0	0	0	0	0	0	3	back	3	^Most of chest removed, resulting in gaping hole in midsection.
disintegrate	chest	9	70		1	0	0	0	0	0	0	0	0	0	3			^Blast hits chest and expands to envelop entire body.
disintegrate	abdomen	0	0		0	0	0	0	0	0	0	0	0	0	0			^Abdomen slightly grazed.
disintegrate	abdomen	1	5		0	0	0	0	0	0	0	0	0	0	1			^Blast creates interesting designs on torso, but little damage.
disintegrate	abdomen	2	10		0	0	0	0	0	0	0	0	0	0	1			^Flesh removed, forming a long gash across abdomen.
disintegrate	abdomen	3	15		0	1	0	0	0	0	0	0	0	0	2			^Torso skin and muscle disintegrate rapidly, providing an interior view.
disintegrate	abdomen	4	20		0	3	0	0	0	0	0	0	0	0	2			^Unlucky strike removes muscles from abdomen, but misses vital organs.
disintegrate	abdomen	5	35		0	5	0	0	0	0	0	0	0	0	2			^Strong strike turns belly button into more of a belly canyon.
disintegrate	abdomen	6	40		0	8	0	0	0	0	0	0	0	0	3			^Kidney and covering tissue vaporized.
disintegrate	abdomen	7	50		0	10	0	0	0	0	0	0	0	0	3			^Abdomen gruesomely sliced open, revealing partially disintegrated organs.
disintegrate	abdomen	8	60		1	0	0	0	0	0	0	0	0	0	3			^Vicious blast turns vital organs into fine red powder, leaving .*? with an empty feeling inside.
disintegrate	abdomen	9	70		1	0	0	0	0	0	0	0	0	0	3	back	3	^Now unsupported, half\-vaporized organs topple out onto the ground.
disintegrate	back	0	0		0	0	0	0	0	0	0	0	0	0	0			^Light strike to back.
disintegrate	back	1	5		0	0	0	0	0	0	0	0	0	0	1			^Strips of flesh disappear from .*? back.
disintegrate	back	2	10		0	0	0	0	0	0	0	0	0	0	1			^Large patches of skin removed from back, giving glimpses of musculature beneath.
disintegrate	back	3	15		0	1	0	0	0	0	0	0	0	0	1			^Blast tears across back leaving a nasty disintegration slash.
disintegrate	back	4	20		0	3	0	0	0	0	0	0	0	0	2			^Scattered vaporization leaves back covered with bleeding wounds.
disintegrate	back	5	35		0	6	0	0	0	0	0	0	0	0	2			^Deep hole created in back, narrowly missing spinal cord.
disintegrate	back	6	40		0	8	0	0	0	0	0	0	0	0	3	abdomen	2	^Well\-focused strike generates a clean, round hole straight through .*?.
disintegrate	back	7	50	prone	0	10	0	0	0	0	0	0	0	0	3			^Vicious blast turns huge portions of back into red mist.
disintegrate	back	8	60		1	0	0	0	0	0	0	0	0	0	3	nerves	3	^.*? vertebrae reduced to a fine powder.
disintegrate	back	9	70		1	0	0	0	0	0	0	0	0	0	3	abdomen	3	^Powerful blast instantly consumes most of .*?.
disintegrate	left_arm	0	0		0	0	0	0	0	0	0	0	0	0	0			^Left arm grazed.
disintegrate	left_arm	1	5		0	0	0	0	0	0	0	0	0	0	1			^Unpleasant wound to left arm.
disintegrate	left_arm	2	10		0	0	0	0	0	0	0	0	0	0	1			^Small patches of left forearm disappear into red mist.
disintegrate	left_arm	3	15		0	1	0	0	0	0	0	0	0	0	1			^Grazing blast to the left arm melts skin away, exposing twitching tendons.
disintegrate	left_arm	4	20		0	2	0	0	0	0	0	0	0	0	2			^Portions of musculature disappear, revealing bones beneath.
disintegrate	left_arm	5	25		0	2	0	0	0	0	0	0	0	0	2			^Strike bores into left arm, causing now\-weakened bones to crack.
disintegrate	left_arm	6	30		0	3	0	0	0	0	0	0	0	0	2			^Strike to left forearm strips away skin, exposing bleached bone and useless tendons.
disintegrate	left_arm	7	35		0	5	1	0	0	0	0	0	0	0	3			^Precision strike cuts cleanly across upper arm, causing forearm and elbow to fall to ground.
disintegrate	left_arm	8	40		0	8	1	0	0	0	0	0	0	0	3			^Left arm strike strips flesh and muscle down to the bone which quickly cracks off at the torso.
disintegrate	left_arm	9	45		0	10	1	0	0	0	0	0	0	0	3	neck	2	^Blast disintegrates left arm and savagely shucks huge chunks of flesh from throat.
disintegrate	right_arm	0	0		0	0	0	0	0	0	0	0	0	0	0			^Right arm grazed.
disintegrate	right_arm	1	5		0	0	0	0	0	0	0	0	0	0	1			^Unpleasant wound to right arm.
disintegrate	right_arm	2	10		0	0	0	0	0	0	0	0	0	0	1			^Small patches of right forearm disappear into red mist.
disintegrate	right_arm	3	15		0	1	0	0	0	0	0	0	0	0	1			^Grazing blast to the right arm melts skin away, exposing twitching tendons.
disintegrate	right_arm	5	25		0	2	0	0	0	0	0	0	0	0	2			^Strike bores into right arm, causing now\-weakened bones to crack.
disintegrate	right_arm	6	30		0	3	0	0	0	0	0	0	0	0	2			^Strike to right forearm strips away skin, exposing bleached bone and useless tendons.
disintegrate	right_arm	8	40		0	8	1	0	0	0	0	0	0	0	3			^Right arm strike strips flesh and muscle down to the bone which quickly cracks off at the torso.
disintegrate	right_arm	9	45		0	10	1	0	0	0	0	0	0	0	3	neck	2	^Blast disintegrates right arm and savagely shucks huge chunks of flesh from throat.
disintegrate	left_hand	0	0		0	0	0	0	0	0	0	0	0	0	0			^Fingernail stripped off.
disintegrate	left_hand	1	5		0	0	0	0	0	0	0	0	0	0	1			^Patches of flesh removed from left hand.
disintegrate	left_hand	2	10		0	0	0	0	0	0	0	0	0	0	1			^Finger on left hand vaporized, leaving .*? unable to count quite as high.
disintegrate	left_hand	3	15		0	0	0	0	0	0	0	0	0	0	1			^All the fingernails are melted as the left hand takes a grazing strike.
disintegrate	left_hand	4	20		0	1	0	0	0	0	0	0	0	0	2			^Light blast to left hand drills a hole straight through palm, just large enough to hold that spare wand.
disintegrate	left_hand	5	25		0	2	0	0	0	0	0	0	0	0	2			^Left hand quakes as several fingers disappear one by one.
disintegrate	left_hand	6	30		0	2	0	0	0	0	0	0	0	0	2			^Left hand spasms and sprays blood as flesh and bone are torn away.
disintegrate	left_hand	7	35		0	3	1	0	0	0	0	0	0	0	3			^Left wrist vanishes, cleanly severing hand.
disintegrate	left_hand	8	40		0	5	1	0	0	0	0	0	0	0	3			^With a flash of red spray, left hand disintegrates into nothing.
disintegrate	left_hand	9	45		0	8	1	0	0	0	0	0	0	0	3			^Blast encases left hand, instantly turning it into a fine white powder.
disintegrate	right_hand	1	5		0	0	0	0	0	0	0	0	0	0	1			^Patches of flesh removed from right hand.
disintegrate	right_hand	2	10		0	0	0	0	0	0	0	0	0	0	1			^Finger on right hand vaporized, leaving .*? unable to count quite as high.
disintegrate	right_hand	3	15		0	0	0	0	0	0	0	0	0	0	1			^All the fingernails are melted as the right hand takes a grazing strike.
disintegrate	right_hand	4	20		0	1	0	0	0	0	0	0	0	0	2			^Light blast to right hand drills a hole straight through palm, just large enough to hold that spare wand.
disintegrate	right_hand	5	25		0	2	0	0	0	0	0	0	0	0	2			^Right hand quakes as several fingers disappear one by one.
disintegrate	right_hand	6	30		0	2	0	0	0	0	0	0	0	0	2			^Right hand spasms and sprays blood as flesh and bone are torn away.
disintegrate	right_hand	7	35		0	3	1	0	0	0	0	0	0	0	3			^Right wrist vanishes, cleanly severing hand.
disintegrate	right_hand	8	40		0	5	1	0	0	0	0	0	0	0	3			^With a flash of red spray, right hand disintegrates into nothing.
disintegrate	right_hand	9	45		0	8	1	0	0	0	0	0	0	0	3			^Blast encases right hand, instantly turning it into a fine white powder.
disintegrate	left_leg	0	0		0	0	0	0	0	0	0	0	0	0	0			^Grazing strike to left leg.
disintegrate	left_leg	1	5		0	0	0	0	0	0	0	0	0	0	1			^Surface of left leg etched to little effect.
disintegrate	left_leg	2	10		0	0	0	0	0	0	0	0	0	0	1			^Attack removes flesh from surface of left leg, causing trickles of blood to leak out.
disintegrate	left_leg	3	15		0	1	0	0	0	0	0	0	0	0	1			^Chunks of flesh vaporized on left leg.
disintegrate	left_leg	4	20		0	2	0	0	0	0	0	0	0	0	2			^Large portions of left thigh removed in a flash.
disintegrate	left_leg	5	25		0	3	0	0	0	0	0	0	0	0	2			^Hunks of muscle and bone disappear from left leg.
disintegrate	left_leg	6	30	prone	0	4	0	0	0	0	0	0	0	0	2			^Blast bores through left leg, causing femur to buckle.
disintegrate	left_leg	7	35	prone	0	6	1	0	0	0	0	0	0	0	3			^Left leg violently separates from hip socket and dematerializes into bloody mass.
disintegrate	left_leg	8	40	prone	0	8	1	0	0	0	0	0	0	0	3			^Left leg vaporized from thigh down, leaving nothing but dangling blood vessels and muscle.
disintegrate	left_leg	9	45	prone	0	10	1	0	0	0	0	0	0	0	3	right_leg	3	^Both legs are frightfully stripped down to the bone marrow.
disintegrate	right_leg	0	0		0	0	0	0	0	0	0	0	0	0	0			^Grazing strike to right leg.
disintegrate	right_leg	1	5		0	0	0	0	0	0	0	0	0	0	1			^Surface of right leg etched to little effect.
disintegrate	right_leg	2	10		0	0	0	0	0	0	0	0	0	0	1			^Attack removes flesh from surface of right leg, causing trickles of blood to leak out.
disintegrate	right_leg	3	15		0	1	0	0	0	0	0	0	0	0	1			^Chunks of flesh vaporized on right leg.
disintegrate	right_leg	4	20		0	2	0	0	0	0	0	0	0	0	2			^Large portions of right thigh removed in a flash.
disintegrate	right_leg	5	25		0	3	0	0	0	0	0	0	0	0	2			^Hunks of muscle and bone disappear from right leg.
disintegrate	right_leg	6	30	prone	0	4	0	0	0	0	0	0	0	0	2			^Blast bores through right leg, causing femur to buckle.
disintegrate	right_leg	7	35	prone	0	6	1	0	0	0	0	0	0	0	3			^Right leg violently separates from hip socket and dematerializes into bloody mass.
disintegrate	right_leg	8	40	prone	0	8	1	0	0	0	0	0	0	0	3			^Right leg vaporized from thigh down, leaving nothing but dangling blood vessels and muscle.
disruption	head	1	5		0	0	0	0	0	0	0	0	0	0	1			^Veins bulge on forehead, giving .*? a mild headache.
